                             Struthionidae, Strutsar
Hirundapus caudacutus        White-throated Needletail   Nordlig taggstjärtseglare
Hirundapus cochinchinensis   Silver-backed Needletail    Silverryggad taggstjärtseglare
Hirundapus giganteus         Brown-backed Needletail     Brun taggstjärtseglare
Hirundapus celebensis        Purple Needletail           Sulawesitaggstjärtseglare
Chaetura spinicaudus         Band-rumped Swift           Bandgumpseglare
Chaetura martinica           Lesser Antillean Swift      Antillseglare
Chaetura cinereiventris      Grey-rumped Swift           Grågumpseglare
Chaetura egregia             Pale-rumped Swift           Blekgumpseglare
Chaetura pelagica            Chimney Swift               Skorstensseglare
Chaetura meridionalis        Sick's Swift                Sickseglare
Chaetura vauxi               Vaux's Swift                Columbiaseglare
Chaetura chapmani            Chapman's Swift             Chapmanseglare
Chaetura brachyura           Short-tailed Swift          Kortstjärtad seglare
Chaetura ocypetes            Tumbes Swift                Tumbesseglare
Chaetura fumosa              Costa Rican Swift           Costa Ricaseglare
Chaetura viridipennis        Amazonian Swift             Amazonseglare
Aeronautes saxatalis         White-throated Swift        Brokseglare
Aeronautes montivagus        White-tipped Swift          Bergseglare
Aeronautes andecolus         Andean Swift                Andinsk seglare
Tachornis phoenicobia        Antillean Palm Swift        Karibisk dvärgseglare
Tachornis furcata            Pygmy Swift                 Maracaibodvärgseglare
Tachornis squamata           Fork-tailed Palm-Swift      Gaffelstjärtad dvärgseglare
Panyptila sanctihieronymi    Great Swallow-tailed Swift    Större svalstjärtseglare
Panyptila cayennensis        Lesser Swallow-tailed Swift   Mindre svalstjärtseglare
Cypsiurus balasiensis        Asian Palm-Swift              Asiatisk palmseglare
Cypsiurus parvus             African Palm-Swift            Afrikansk palmseglare
Tachymarptis melba           Alpine Swift                  Alpseglare
Tachymarptis aequatorialis   Mottled Swift                 Vattrad seglare
Apus alexandri               Cape Verde Swift              Kap Verdeseglare
Apus barbatus                African Black Swift           Svartseglare
Apus sladeniae               Fernando Po Swift             Biokoseglare
Apus berliozi                Forbes-Watson's Swift         Somaliseglare
Apus bradfieldi              Bradfield's Swift             Bradfieldseglare
Apus niansae                 Nyanza Swift                  Nyanzaseglare
Apus pallidus                Pallid Swift                  Blek tornseglare
Apus apus                    Common Swift                  Tornseglare
Apus unicolor                Plain Swift                   Enfärgad seglare
Apus acuticauda              Dark-rumped Swift             Mörkryggad seglare
Apus pacificus               Fork-tailed Swift             Orientseglare
Apus affinis                 Little Swift                  Stubbstjärtseglare
Apus nipalensis              House Swift                   Husseglare
Apus horus                   Horus Swift                   Horusseglare
Apus caffer                  White-rumped Swift            Kafferseglare
Apus batesi                  Bates's Swift                 Bates seglare
                             Hemiprocnidae, Trädseglare
Hemiprocne   coronata        Crested Treeswift             Indisk trädseglare
Hemiprocne   longipennis     Grey-rumped Treeswift         Grågumpad trädseglare
Hemiprocne   mystacea        Moustached Treeswift          Skäggträdseglare
Hemiprocne   comata          Whiskered Treeswift           Mindre trädseglare
                             Trochilidae, Kolibrier
Doryfera johannae            Blue-fronted Lancebill        Blåbröstad lansnäbb
Doryfera ludovicae           Green-fronted Lancebill       Grönbröstad lansnäbb
Androdon aequatorialis       Tooth-billed Hummingbird      Tandnäbbskolibri
Ramphodon naevius            Saw-billed Hermit             Sågnäbbskolibri
Glaucis dohrnii              Hook-billed Hermit            Bågnäbbskolibri
Glaucis aeneus              Bronzy Hermit                Bronseremit
Glaucis hirsutus            Rufous-breasted Hermit       Rostbrösteremit
Threnetes niger             Pale-tailed Barbthroat       Blekstjärtad eremit
Threnetes ruckeri           Band-tailed Barbthroat       Bandstjärtseremit
Phaethornis yaruqui         White-whiskered Hermit       Yaruquieremit
Phaethornis guy             Green Hermit                 Grön eremit
Phaethornis syrmatophorus   Tawny-bellied Hermit         Vitstjärtad eremit
Phaethornis superciliosus   Eastern Long-tailed Hermit   Rostbrun eremit
Phaethornis longirostris    Western Long-tailed Hermit   Långstjärtad eremit
Phaethornis baroni          Baron's Hermit               Tumbeseremit
Phaethornis malaris         Great-billed Hermit          Långnäbbad eremit
Phaethornis eurynome        Scale-throated Hermit        Fjällstrupseremit
Phaethornis hispidus        White-bearded Hermit         Vitskäggseremit
Phaethornis anthophilus     Pale-bellied Hermit          Ljusbukad eremit
Phaethornis koepckeae       Koepcke's Hermit             Köpckes eremit
Phaethornis bourcieri       Straight-billed Hermit       Raknäbbad eremit
Phaethornis philippi        Needle-billed Hermit         Nålnäbbseremit
Phaethornis squalidus       Dusky-throated Hermit        Sotstrupig eremit
Phaethornis rupurumii       Streak-throated Hermit       Guyanaeremit
Phaethornis augusti         Sooty-capped Hermit          Soteremit
Phaethornis pretrei         Planalto Hermit              Höglandseremit
Phaethornis subochraceus    Buff-bellied Hermit          Ockrabukad eremit
Phaethornis nattereri       Cinnamon-throated Hermit     Kanelstrupseremit
Phaethornis ruber           Reddish Hermit               Rosteremit
Phaethornis stuarti         White-browed Hermit          Vitbrynad eremit
Phaethornis griseogularis   Grey-chinned Hermit          Gråstrupig eremit
Phaethornis longuemareus    Little Hermit                Mindre eremit
Phaethornis striigularis    Stripe-throated Hermit       Strimstrupig eremit
Phaethornis atrimentalis    Black-throated Hermit        Svartstrupig eremit
Phaethornis idaliae         Minute Hermit                Dvärgeremit
Anopetia gounellei          Broad-tipped Hermit          Caatingaeremit
Eutoxeres aquila            White-tipped Sicklebill      Örnkolibri
Eutoxeres condamini         Buff-tailed Sicklebill       Roststjärtad örnkolibri
Campylopterus cuvierii          Scaly-breasted Hummingbird      Cuviers sabelvinge
Campylopterus curvipennis       Wedge-tailed Sabrewing          Kroksabelvinge
Campylopterus excellens         Long-tailed Sabrewing           Tuxtlasabelvinge
Campylopterus largipennis       Grey-breasted Sabrewing         Gråbröstad sabelvinge
Campylopterus rufus             Rufous Sabrewing                Rostsabelvinge
Campylopterus hyperythrus       Rufous-breasted Sabrewing       Brunbröstad sabelvinge
Campylopterus duidae            Buff-breasted Sabrewing         Ockrabröstad sabelvinge
Campylopterus hemileucurus      Violet Sabrewing                Violett sabelvinge
Campylopterus ensipennis        White-tailed Sabrewing          Blåstrupig sabelvinge
Campylopterus falcatus          Lazuline Sabrewing              Lazulisabelvinge
Campylopterus phainopeplus      Santa Marta Sabrewing           Santa Martasabelvinge
Campylopterus villaviscensio    Napo Sabrewing                  Naposabelvinge
Eupetomena macroura             Swallow-tailed Hummingbird      Svalstjärtskolibri
Florisuga mellivora             White-necked Jacobin            Halsbandsjakobin
Florisuga fusca                 Black Jacobin                   Svart jakobin
Colibri delphinae               Brown Violet-ear                Brunkolibri
Colibri thalassinus             Green Violet-ear                Blåkindad kolibri
Colibri coruscans               Sparkling Violet-ear            Violettörad kolibri
Colibri serrirostris            White-vented Violet-ear         Vitgumpskolibri
Anthracothorax viridigula       Green-throated Mango            Grönstrupig mango
Anthracothorax prevostii        Green-breasted Mango            Grönbröstad mango
Anthracothorax veraguensis      Veraguan Mango                  Veraguamango
Anthracothorax nigricollis      Black-throated Mango            Svartstrupig mango
Anthracothorax dominicus        Antillean Mango                 Antillmango
Anthracothorax viridis          Green Mango                     Grön mango
Anthracothorax mango            Jamaican Mango                  Jamaikamango
Anthracothorax recurvirostris   Fiery-tailed Awlbill            Sylnäbbskolibri
Eulampis jugularis              Purple-throated Carib           Purpurstrupig karib
Eulampis holosericeus           Green-throated Carib            Grönstrupig karib
Chrysolampis mosquitus          Ruby-topaz Hummingbird          Topaskolibri
Orthorhyncus cristatus          Antillean Crested Hummingbird   Blåtofsad kolibri
Klais guimeti                   Violet-headed Hummingbird       Violetthuvad kolibri
Abeillia abeillei               Emerald-chinned Hummingbird     Smaragdstrupe
Stephanoxis lalandi            Plovercrest                  Vipkolibri
Lophornis ornatus              Tufted Coquette              Tofskokott
Lophornis gouldii              Dot-eared Coquette           Savannkokott
Lophornis magnificus           Frilled Coquette             Praktkokott
Lophornis brachylophus         Short-crested Coquette       Korttofskokott
Lophornis delattrei            Rufous-crested Coquette      Rödtofskokott
Lophornis stictolophus         Spangled Coquette            Glanskokott
Lophornis chalybeus            Festive Coquette             Festkokott
Lophornis pavoninus            Peacock Coquette             Guyanakokott
Lophornis helenae              Black-crested Coquette       Svarttofskokott
Lophornis adorabilis           White-crested Coquette       Vittofskokott
Discosura popelairii           Wire-crested Thorntail       Popelairs nålstjärt
Discosura langsdorffi          Black-bellied Thorntail      Svartbukad nålstjärt
Discosura letitiae             Coppery Thorntail            Kopparnålstjärt
Discosura conversii            Green Thorntail              Grön nålstjärt
Discosura longicaudus          Racket-tailed Coquette       Spatelstjärtskokott
Chlorostilbon notatus          Blue-chinned Sapphire        Safirkolibri
Chlorostilbon mellisugus       Blue-tailed Emerald          Blåstjärtad smaragd
Chlorostilbon melanorhynchus   West Andean Emerald          Västlig smaragd
Chlorostilbon olivaresi        Chiribiquete Emerald         Chiribiquetesmaragd
Chlorostilbon aureoventris     Glittering-bellied Emerald   Glanssmaragd
Chlorostilbon canivetii        Canivet's Emerald            Svalstjärtad smaragd
Chlorostilbon auriceps         Golden-crowned Emerald       Långstjärtad smaragd
Chlorostilbon forficatus       Cozumel Emerald              Cozumelsmaragd
Chlorostilbon ricordii         Cuban Emerald                Kubasmaragd
Chlorostilbon swainsonii       Hispaniolan Emerald          Hispaniolasmaragd
Chlorostilbon maugaeus         Puerto Rican Emerald         Puerto Ricosmaragd
Chlorostilbon gibsoni          Red-bellied Emerald          Magdalenasmaragd
Chlorostilbon russatus         Coppery Emerald              Kopparsmaragd
Chlorostilbon stenurus         Narrow-tailed Emerald        Smalstjärtad smaragd
Chlorostilbon alice            Green-tailed Emerald         Grönstjärtad smaragd
Chlorostilbon poortmani        Short-tailed Emerald         Kortstjärtad smaragd
Chlorostilbon assimilis        Garden Emerald               Panamasmaragd
Cynanthus sordidus           Dusky Hummingbird               Dunkelkolibri
Cynanthus latirostris        Broad-billed Hummingbird        Brednäbbad kolibri
Cyanophaia bicolor           Blue-headed Hummingbird         Karibskogsnymf
Thalurania ridgwayi          Mexican Woodnymph               Mexikansk skogsnymf
Thalurania colombica         Violet-crowned Woodnymph        Santa Martaskogsnymf
Thalurania fannyi            Green-crowned Woodnymph         Grönkronad skogsnymf
Thalurania hypochlora        Emerald-bellied Woodnymph       Grönbukad skogsnymf
Thalurania furcata           Common Woodnymph                Svalstjärtad skogsnymf
Thalurania watertonii        Long-tailed Woodnymph           Långstjärtad skogsnymf
Thalurania glaucopis         Violet-capped Woodnymph         Violettkronad skogsnymf
Panterpe insignis            Fiery-throated Hummingbird      Eldstrupekolibri
Damophila julie              Violet-bellied Hummingbird      Violettbukad kolibri
Lepidopyga coeruleogularis   Sapphire-throated Hummingbird   Safirstrupig kolibri
Lepidopyga lilliae           Sapphire-bellied Hummingbird    Safirbukad kolibri
Lepidopyga goudoti           Shining-green Hummingbird       Grönglanskolibri
Basilinna xantusii           Xantus's Hummingbird            Xantuskolibri
Basilinna leucotis           White-eared Hummingbird         Vitörad kolibri
Hylocharis eliciae           Blue-throated Goldentail        Guldstjärtssafir
Hylocharis sapphirina        Rufous-throated Sapphire        Rödhakesafir
Hylocharis cyanus            White-chinned Sapphire          Blåbröstad safir
Hylocharis chrysura          Gilded Hummingbird              Guldsafir
Hylocharis grayi             Blue-headed Sapphire            Blåhuvad safir
Hylocharis humboldtii        Humboldt's Sapphire             Nordlig blåhuvad safir
Chrysuronia oenone           Golden-tailed Sapphire          Bronsstjärtssafir
Goldmania violiceps          Violet-capped Hummingbird       Violettkronekolibri
Goethalsia bella             Rufous-cheeked Hummingbird      Brunstjärtad kolibri
Trochilus polytmus           Red-billed Streamertail         Rödnäbbad fladderstjärt
Trochilus scitulus           Black-billed Streamertail       Svartnäbbad fladderstjärt
Leucochloris albicollis      White-throated Hummingbird      Vitstrupig kolibri
Polytmus guainumbi           White-tailed Goldenthroat       Guldstrupskolibri
Polytmus milleri             Tepui Goldenthroat              Tepuiguldstrupe
Polytmus theresiae           Green-tailed Goldenthroat       Grönstjärtad guldstrupe
Leucippus fallax             Buffy Hummingbird               Ockrabröstad kolibri
Leucippus baeri            Tumbes Hummingbird             Tumbeskolibri
Leucippus taczanowskii     Spot-throated Hummingbird      Fläckstrupekolibri
Leucippus chlorocercus     Olive-spotted Hummingbird      Olivkolibri
Taphrospilus hypostictus   Many-spotted Hummingbird       Mångfläckig kolibri
Amazilia chionogaster      White-bellied Hummingbird      Vitbukad kolibri
Amazilia viridicauda       Green-and-white Hummingbird    Cuzcosmaragd
Amazilia candida           White-bellied Emerald          Vitbröstad smaragd
Amazilia brevirostris      White-chested Emerald          Kortnäbbad smaragd
Amazilia versicolor        Versicolored Emerald           Brokig smaragd
Amazilia rondoniae         Rondonia Emerald               Rondoniasmaragd
Amazilia luciae            Honduran Emerald               Hondurassmaragd
Amazilia fimbriata         Glittering-throated Emerald    Glitterstrupsmaragd
Amazilia lactea            Sapphire-splangled Emerald     Violettstrupsmaragd
Amazilia amabilis          Blue-chested Hummingbird       Blåbröstad smaragd
Amazilia decora            Beryl-crowned Hummingbird      Costa Ricasmaragd
Amazilia rosenbergi        Purple-chested Hummingbird     Purpurbröstad smaragd
Amazilia boucardi          Mangrove Hummingbird           Mangrovekolibri
Amazilia franciae          Andean Emerald                 Andinsk smaragd
Amazilia leucogaster       Plain-bellied Emerald          Ljusbukad smaragd
Amazilia cyanocephala      Azure-crowned Hummingbird      Azurkronad smaragd
Amazilia cyanifrons        Indigo-capped Hummingbird      Indigokronad smaragd
Amazilia beryllina         Berylline Hummingbird          Beryllkolibri
Amazilia cyanura           Blue-tailed Hummingbird        Blåstjärtskolibri
Amazilia saucerrottei      Steely-vented Hummingbird      Stålbukskolibri
Amazilia tobaci            Copper-rumped Hummingbird      Koppargumpad smaragd
Amazilia viridigaster      Green-bellied Hummingbird      Gröbukad smaragd
Amazilia cupreicauda       Copper-tailed Hummingbird      Kopparstjärtad smaragd
Amazilia edward            Snowy-bellied Hummingbird      Bronsstjärtad smaragd
Amazilia rutila            Cinnamon Hummingbird           Kanelkolibri
Amazilia yucatanensis      Buff-bellied Hummingbird       Beigebukad kolibri
Amazilia tzacatl           Rufous-tailed Hummingbird      Roststjärtad kolibri
Amazilia castaneiventris   Chestnut-bellied Hummingbird   Kastanjebukad kolibri
Amazilia amazilia          Amazilia Hummingbird           Amaziliasmaragd
Amazilia viridifrons        Green-fronted Hummingbird       Grönpannad smaragd
Amazilia violiceps          Violet-crowned Hummingbird      Vitbröstad kolibri
Amazilia alticola           Loja Hummingbird                Lojakolibri
Eupherusa poliocerca        White-tailed Hummingbird        Gråstjärtad kolibri
Eupherusa eximia            Stripe-tailed Hummingbird       Strimstjärtad kolibri
Eupherusa cyanophrys        Blue-capped Hummingbird         Blåkronad kolibri
Eupherusa nigriventris      Black-bellied Hummingbird       Svartbukad kolibri
Elvira chionura             White-tailed Emerald            Vitstjärtad smaragd
Elvira cupreiceps           Coppery-headed Emerald          Kopparhuvad smaragd
Microchera albocoronata     Snowcap                         Snöhätta
Chalybura buffonii          White-vented Plumeleteer        Silkeskolibri
Chalybura urochrysia        Bronze-tailed Plumeleteer       Bronsstjärtskolibri
Aphantochroa cirrochloris   Sombre Hummingbird              Sorgkolibri
Lampornis clemenciae        Blue-throated Hummingbird       Blåstrupig kolibri
Lampornis amethystinus      Amethyst-throated Hummingbird   Ametiststrupig bergsjuvel
Lampornis viridipallens     Green-throated Mountain-gem     Grönstrupig bergsjuvel
Lampornis sybillae          Green-breasted Mountain-gem     Grönbröstad bergsjuvel
Lampornis hemileucus        White-bellied Mountain-gem      Vitbukad bergsjuvel
Lampornis castaneoventris   White-throated Mountain-gem     Vitstrupig bergsjuvel
Lampornis calolaemus        Purple-throated Mountain-gem    Purpurstrupig bergsjuvel
Lampornis cinereicaudus     Grey-tailed Mountain-gem        Gråstjärtad bergsjuvel
Lamprolaima rhami           Garnet-throated Hummingbird     Granatstrupig kolibri
Adelomyia melanogenys       Speckled Hummingbird            Fläckkolibri
Anthocephala floriceps      Blossomcrown                    Blomhätta
Urosticte benjamini         Purple-bibbed Whitetip          Purpurbröstad kolibri
Urosticte ruficrissa        Rufous-vented Whitetip          Rostgumpskolibri
Phlogophilus hemileucurus   Ecuadorian Piedtail             Ecuadorbrokstjärt
Phlogophilus harterti       Peruvian Piedtail               Perubrokstjärt
Clytolaema rubricauda       Brazilian Ruby                  Brasiliansk rubinstrupe
Heliodoxa aurescens         Gould's Jewelfront              Kanelbröstad briljant
Heliodoxa rubinoides        Fawn-breasted Brilliant         Lilastrupig briljant
Heliodoxa leadbeateri       Violet-fronted Brilliant        Violettpannad briljant
Heliodoxa jacula            Green-crowned Brilliant         Grönkronad briljant
Heliodoxa xanthogonys        Velvet-browed Brilliant       Tepuibriljant
Heliodoxa schreibersii       Black-throated Brilliant      Svartstrupig briljant
Heliodoxa gularis            Pink-throated Brilliant       Napobriljant
Heliodoxa branickii          Rufus-Webbed Brilliant        Yungasbriljant
Heliodoxa imperatrix         Empress Brilliant             Chocóbriljant
Eugenes fulgens              Magnificent Hummingbird       Rivolikolibri
Hylonympha macrocerca        Scissor-tailed Hummingbird    Saxstjärtskolibri
Sternoclyta cyanopectus      Violet-chested Hummingbird    Violbröstad kolibri
Topaza pella                 Crimson Topaz                 Karmosintopas
Topaza pyra                  Fiery Topaz                   Flamtopas
Oreotrochilus melanogaster   Black-breasted Hillstar       Svartbröstad bergsstjärna
Oreotrochilus estella        Andean Hillstar               Andinsk bergsstjärna
Oreotrochilus chimborazo     Ecuadorian Hillstar           Ecuadorbergsstjärna
Oreotrochilus leucopleurus   White-sided Hillstar          Blåbukad bergsstjärna
Oreotrochilus adela          Wedge-tailed Hillstar         Spetsstjärtad bergsstjärna
Urochroa bougueri            White-tailed Hillstar         Vitstjärtad bergsstjärna
Patagona gigas               Giant Hummingbird             Jättekolibri
Aglaeactis cupripennis       Shining Sunbeam               Regnbågsglansrygg
Aglaeactis aliciae           Purple-backed Sunbeam         Purpurglansrygg
Aglaeactis castelnaudii      White-tufted Sunbeam          Magentaglansrygg
Aglaeactis pamela            Black-hooded Sunbeam          Malakitglansrygg
Lafresnaya lafresnayi        Mountain Velvetbreast         Sammetsbröstad kolibri
Pterophanes cyanopterus      Great Sapphirewing            Safirvinge
Coeligena coeligena          Bronzy Inca                   Bronsinka
Coeligena wilsoni            Brown Inca                    Brun inka
Coeligena prunellei          Black Inca                    Svart inka
Coeligena torquata           Collared Inca                 Brunkragad inka
Coeligena inca               Gould's Inca                  Goulds inka
Coeligena phalerata          White-tailed Starfrontlet     Vitstjärtad inka
Coeligena bonapartei         Golden-bellied Starfrontlet   Gyllenbukad inka
Coeligena eos                Golden Starfrontlet           Guldinka
Coeligena helianthea         Blue-throated Starfrontlet    Blåstrupig inka
Coeligena lutetiae           Buff-winged Starfrontlet      Opalvingeinka
Coeligena violifer            Violet-throated Starfrontlet   Violettstrupig inka
Coeligena iris                Rainbow Starfrontlet           Regnbågsinka
Ensifera ensifera             Sword-billed Hummingbird       Svärdnäbb
Sephanoides sephaniodes       Green-backed Firecrown         Eldkronekolibri
Sephanoides fernandensis      Juan Fernández Firecrown       Juan Fernandezkolibri
Boissonneaua flavescens       Buff-tailed Coronet            Ockrastjärtad kolibri
Boissonneaua matthewsii       Chestnut-breasted Coronet      Kastanjebröstad kolibri
Boissonneaua jardini          Velvet-purple Coronet          Hyacintkolibri
Heliangelus mavors            Orange-throated Sunangel       Gyllensolängel
Heliangelus clarisse          Longuemare's Sunangel          Rosastrupig solängel
Heliangelus amethysticollis   Amethyst-throated Sunangel     Ametistsolängel
Heliangelus strophianus       Gorgeted Sunangel              Kragsolängel
Heliangelus regalis           Royal Sunangel                 Kungssolängel
Heliangelus exortis           Tourmaline Sunangel            Turmalinsolängel
Heliangelus micraster         Little Sunangel                Mindre solängel
Heliangelus viola             Purple-throated Sunangel       Purpurstrupig solängel
Eriocnemis nigrivestis        Black-breasted Puffleg         Pichinchatofsbena
Eriocnemis vestita            Glowing Puffleg                Glittertofsbena
Eriocnemis cupreoventris      Coppery-bellied Puffleg        Kopparbukad tofsbena
Eriocnemis luciani            Sapphire-vented Puffleg        Kilstjärtad tofsbena
Eriocnemis sapphiropygia      Coppery-naped Puffleg          Kopparnackad tofsbena
Eriocnemis mosquera           Golden-breasted Puffleg        Gyllenbröstad tofsbena
Eriocnemis glaucopoides       Blue-capped Puffleg            Blåpannad tofsbena
Eriocnemis mirabilis          Colourful Puffleg              Prakttofsbena
Eriocnemis alinae             Emerald-bellied Puffleg        Smaragdtofsbena
Eriocnemis derbyi             Black-thighed Puffleg          Svarttofsbena
Haplophaedia aureliae         Greenish Puffleg               Bronstofsbena
Haplophaedia assimilis        Buff-thighed Puffleg           Quechuatofsbena
Haplophaedia lugens           Hoary Puffleg                  Mörk tofsbena
Ocreatus underwoodii          Booted Racket-tail             Flaggsylf
Lesbia victoriae              Black-tailed Trainbearer       Svartstjärtad släpsylf
Lesbia nuna                   Green-tailed Trainbearer       Grönstjärtad släpsylf
Sappho sparganura             Red-tailed Comet               Sappfokomet
Polyonymus caroli            Bronze-tailed Comet         Bronsstjärtskomet
Ramphomicron microrhynchum   Purple-backed Thornbill     Purpurryggad nålnäbb
Ramphomicron dorsale         Black-backed Thornbill      Svartryggad nålnäbb
Metallura phoebe             Black Metaltail             Svart glansstjärt
Metallura theresiae          Coppery Metaltail           Kopparglansstjärt
Metallura aeneocauda         Scaled Metaltail            Fjällig glansstjärt
Metallura baroni             Violet-throated Metaltail   Violettstrupig glansstjärt
Metallura eupogon            Fire-throated Metaltail     Eldstrupig glansstjärt
Metallura odomae             Neblina Metaltail           Neblinaglansstjärt
Metallura williami           Viridian Metaltail          Grön glansstjärt
Metallura tyrianthina        Tyrian Metaltail            Smaragdstrupig glansstjärt
Metallura iracunda           Perija Metaltail            Perijaglansstjärt
Chalcostigma ruficeps        Rufous-capped Thornbill     Rostkronad nålnäbb
Chalcostigma olivaceum       Olivaceous Thornbill        Olivnålnäbb
Chalcostigma stanleyi        Blue-mantled Thornbill      Blåryggad nålnäbb
Chalcostigma heteropogon     Bronze-tailed Thornbill     Bronsstjärtad nålnäbb
Chalcostigma herrani         Rainbow-bearded Thornbill   Regnbågsnålnäbb
Oxypogon guerinii            Bearded Helmetcrest         Hjälmkolibri
Opisthoprora euryptera       Mountain Avocetbill         Skärfläckskolibri
Taphrolesbia griseiventris   Grey-breasted Comet         Gråbukad komet
Aglaiocercus kingi           Long-tailed Sylph           Grönstjärtad sylf
Aglaiocercus berlepschi      Venezuelan Sylph            Venezuelasylf
Aglaiocercus coelestis       Violet-tailed Sylph         Violettstjärtad sylf
Oreonympha nobilis           Bearded Mountaineer         Bergskolibri
Augastes scutatus            Hyacinth Visorbearer        Hyacintvisirbärare
Augastes lumachella          Hooded Visorbearer          Hättvisirbärare
Augastes geoffroyi           Wedge-billed Hummingbird    Geoffroys kilnäbb
Heliothryx barroti           Purple-crowned Fairy        Purpurkronad blomnymf
Heliothryx auritus           Black-eared Fairy           Svartkindad blomnymf
Heliactin bilophus           Horned Sungem               Hornkolibri
Loddigesia mirabilis         Marvellous Spatuletail      Spatelstjärt
Heliomaster constantii       Plain-capped Starthroat     Brunhättad stjärnkolibri
Heliomaster longirostris     Long-billed Starthroat      Långnäbbad stjärnkolibri
Heliomaster squamosus      Stripe-breasted Starthroat     Gön stjärnkolibri
Heliomaster furcifer       Blue-tufted Starthroat         Blå stjärnkolibri
Rhodopis vesper            Oasis Hummingbird              Oaskolibri
Thaumastura cora           Peruvian Sheartail             Corakolibri
Calliphlox evelynae        Bahama Woodstar                Bahamakolibri
Calliphlox bryantae        Magenta-throated Woodstar      Magentakolibri
Calliphlox mitchellii      Purple-throated Woodstar       Purpurstrupig skogsjuvel
Calliphlox amethystina     Amethyst Woodstar              Ametistskogsjuvel
Doricha enicura            Slender Sheartail              Guatemalasaxstjärt
Doricha eliza              Mexican Sheartail              Yucatansaxstjärt
Tilmatura dupontii         Sparkling-tailed Hummingbird   Glitterstjärtkolibri
Microstilbon burmeisteri   Slender-tailed Woodstar        Smalstjärtad skogsjuvel
Calothorax lucifer         Lucifer Hummingbird            Luciferkolibri
Calothorax pulcher         Beautiful Hummingbird          Praktskogsjuvel
Archilochus colubris       Ruby-throated Hummingbird      Rubinkolibri
Archilochus alexandri      Black-chinned Hummingbird      Svarthakad kolibri
Mellisuga minima           Vervain Hummingbird            Fékolibri
Mellisuga helenae          Bee Hummingbird                Bikolibri
Calypte anna               Anna's Hummingbird             Annas kolibri
Calypte costae             Costa's Hummingbird            Costas kolibri
Stellula calliope          Calliope Hummingbird           Kalliopekolibri
Atthis heloisa             Bumblebee Hummingbird          Humlekolibri
Atthis ellioti             Wine-throated Hummingbird      Centralamerikansk humlekolibri
Myrtis fanny               Purple-collared Woodstar       Purpurstrupig skogsstjärna
Eulidia yarrellii          Chilean Woodstar               Chilensk skogsstjärna
Myrmia micrura             Short-tailed Woodstar          Kortstjärtad skogsstjärna
Chaetocercus mulsant       White-bellied Woodstar         Vitbukad skogsstjärna
Chaetocercus bombus        Little Woodstar                Brunbröstad skogsstjärna
Chaetocercus heliodor      Gorgeted Woodstar              Kragskogsstjärna
Chaetocercus astreans      Santa Marta Woodstar           Santa Martaskogsstjärna
Chaetocercus berlepschi    Esmeraldas Woodstar            Esmeraldasskogsstjärna
Chaetocercus jourdanii     Rufous-shafted Woodstar        Rödspolig skogsstjärna
Selasphorus platycercus    Broad-tailed Hummingbird       Bredstjärtad kolibri
Selasphorus   rufus       Rufous Hummingbird              Rostkolibri
Selasphorus   sasin       Allen's Hummingbird             Allens kolibri
Selasphorus   flammula    Volcano Hummingbird             Vulkankolibri
Selasphorus   ardens      Glow-throated Hummingbird       Glödhakekolibri
Selasphorus   scintilla   Scintillant Hummingbird         Glitterkolibri
                          Coliidae, Musfåglar
Colius striatus           Speckled Mousebird              Vitkindad musfågel
Colius castanotus         Red-backed Mousebird            Rödryggad musfågel
Colius colius             White-backed Mousebird          Vitryggad musfågel
Colius leucocephalus      White-headed Mousebird          Vithuvad musfågel
Urocolius indicus         Red-faced Mousebird             Rödtyglad musfågel
Urocolius macrourus       Blue-naped Mousebird            Blånackad musfågel
                          Trogonidae, Trogoner
Pharomachrus mocinno      Resplendent Quetzal             Praktquetzal
Pharomachrus antisianus   Crested Quetzal                 Tofsquetzal
Pharomachrus fulgidus     White-tipped Quetzal            Glansquetzal
Pharomachrus auriceps     Golden-headed Quetzal           Guldhuvad quetzal
Pharomachrus pavoninus    Pavonine Quetzal                Påfågelquetzal
Euptilotis neoxenus       Eared Trogon                    Örontrogon
Priotelus temnurus        Cuban Trogon                    Kubatrogon
Priotelus roseigaster     Hispaniolan Trogon              Haititrogon
Trogon massena            Slaty-tailed Trogon             Massenatrogon
Trogon clathratus         Lattice-tailed Trogon           Costaricatrogon
Trogon melanurus          Black-tailed Trogon             Svartstjärtad trogon
Trogon mesurus            Ecuadorian Trogon               Ecuadortrogon
Trogon comptus            White-eyed Trogon               Blåstjärtad trogon
Trogon viridis            Amazonian White-tailed Trogon   Östlig vitstjärttrogon
Trogon chionurus          Western White-tailed Trogon     Västlig vitstjärttrogon
Trogon bairdii            Baird's Trogon                  Bairdtrogon
Trogon citreolus          Citreoline Trogon               Citrontrogon
Trogon melanocephalus     Black-headed Trogon             Svarthuvad trogon
Trogon mexicanus          Mountain Trogon                 Bergstrogon
Trogon elegans            Elegant Trogon                  Kopparstjärtstrogon
Trogon collaris             Collared Trogon               Halsbandstrogon
Trogon aurantiiventris      Orange-bellied Trogon         Orangebukad trogon
Trogon personatus           Masked Trogon                 Svartmaskad trogon
Trogon rufus                Black-throated Trogon         Svartstrupig trogon
Trogon surrucura            Surucua Trogon                Surucuatrogon
Trogon curucui              Blue-crowned Trogon           Blåkronad trogon
