                             Struthionidae, Strutsar
Brachypteryx leucophrys    Lesser Shortwing           Mindre kortvinge
Brachypteryx montana       White-browed Shortwing     Blå kortvinge
Heinrichia calligyna       Great Shortwing            Större kortvinge
Pogonocichla stellata      White-starred Robin        Stjärnskvätta
Swynnertonia swynnertoni   Swynnerton's Robin         Halvmånskvätta
Stiphrornis erythrothorax   Western Forest-Robin         Västlig skogsskvätta
Stiphrornis sanghensis      Sangha Forest-Robin          Sanghaskogsskvätta
Stiphrornis gabonensis      Gabon Forest-Robin           Gabonskogsskvätta
Stiphrornis xanthogaster    Eastern Forest-Robin         Östlig skogsskvätta
Cossypha polioptera         Grey-winged Robin-Chat       Gråskuldrad snårtrast
Sheppardia bocagei          Bocage's Akalat              Större akalat
Sheppardia poensis          Alexander's Akalat           Biokoakalat
Sheppardia cyornithopsis    Lowland Akalat               Låglandsakalat
Sheppardia aequatorialis    Equatorial Akalat            Ekvatorialakalat
Sheppardia sharpei          Sharpe's Akalat              Tanzaniaakalat
Sheppardia gunningi         East Coast Akalat            Östkustakalat
Sheppardia gabela           Gabela Akalat                Gabelaakalat
Sheppardia montana          Usumbara Akalat              Usambaraakalat
Sheppardia lowei            Iringa Akalat                Iringakalat
Sheppardia aurantiithorax   Rubeho Akalat                Rubehoakalat
Erithacus rubecula          European Robin               Rödhake
Erithacus akahige           Japanese Robin               Japansk rödhake
Erithacus komadori          Ryukyu Robin                 Ryukyurödhake
Luscinia sibilans           Rufous-tailed Robin          Drillnäktergal
Luscinia calliope           Siberian Rubythroat          Rubinnäktergal
Luscinia pectoralis         White-tailed Rubythroat      Svartbröstad rubinnäktergal
Luscinia ruficeps           Rufous-headed Robin          Rosthättad näktergal
Luscinia obscura            Black-throated Blue Robin    Svartstrupig näktergal
Luscinia pectardens         Firethroat                   Glödhake
Luscinia brunnea            Indian Blue Robin            Himalayanäktergal
Luscinia cyane              Siberian Blue Robin          Blånäktergal
Tarsiger indicus            White-browed Bush-Robin      Vitbrynad näktergal
Tarsiger hyperythrus        Rufous-breasted Bush-Robin   Rhododendronnäktergal
Tarsiger johnstoniae        Collared Bush-Robin          Halsbandsnäktergal
Tarsiger cyanurus           Orange-flanked Bush-Robin    Blåstjärt
Tarsiger chrysaeus          Golden Bush-Robin            Guldnäktergal
Luscinia luscinia           Thrush Nightingale           Näktergal
Luscinia megarhynchos       Common Nightingale           Sydnäktergal
Luscinia svecica           Bluethroat                   Blåhake
Copsychus saularis         Oriental Magpie-Robin        Skatnäktergal
Copsychus sechellarum      Seychelles Magpie-Robin      Seychellshama
Copsychus albospecularis   Madagascar Magpie-Robin      Madagaskarshama
Copsychus malabaricus      White-rumped Shama           Shamatrast
Copsychus luzoniensis      White-browed Shama           Vitbrynad shama
Copsychus niger            White-vented Shama           Palawanshama
Copsychus cebuensis        Black Shama                  Svart shama
Trichixos pyrropygus       Rufous-tailed Shama          Roststjärtshama
Irania gutturalis          White-throated Robin         Vitstrupig näktergal
Alethe diademata           White-tailed Alethe          Vitstjärtad alethe
Alethe castanea            Fire-crested Alethe          Rödkronad alethe
Pseudalethe poliophrys     Red-throated Alethe          Rödstrupig alethe
Pseudalethe poliocephala   Brown-chested Alethe         Brunryggad alethe
Pseudalethe fuelleborni    White-chested Alethe         Vitbröstad alethe
Pseudalethe choloensis     Cholo Alethe                 Choloalethe
Cossypha isabellae         Mountain Robin-Chat          Bergssnårtrast
Cossyphicula roberti       White-bellied Robin-Chat     Vitbukad snårtrast
Cossypha archeri           Archer's Robin-Chat          Kivusnårtrast
Cossypha anomala           Olive-flanked Robin-Chat     Olivsnårtrast
Cossypha caffra            Cape Robin-Chat              Kapsnårtrast
Cossypha humeralis         White-throated Robin-Chat    Vitstrupig snårtrast
Cossypha cyanocampter      Blue-shouldered Robin-Chat   Blåvingesnårtrast
Cossypha semirufa          Rueppell's Robin-Chat        Höglandssnårtrast
Cossypha heuglini          White-browed Robin-Chat      Vitbrynad snårtrast
Cossypha natalensis        Red-capped Robin-Chat        Rödhuvad snårtrast
Cossypha dichroa           Chorister Robin-Chat         Drakensbergsnårtrast
Cossypha heinrichi         White-headed Robin-Chat      Vithuvad snårtrast
Cossypha niveicapilla      Snowy-crowned Robin-Chat     Rödnackad snårtrast
Cossypha albicapilla       White-crowned Robin-Chat     Vitkronad snårtrast
Xenocopsychus ansorgei     Angola Cave-Chat             Grottskvätta
Neocossyphus rufus         Red-tailed Ant-Thrush        Rödstjärtad myrtrast
Neocossyphus poensis       White-tailed Ant-Thrush      Vitstjärtad myrtrast
Stizorhina fraseri            Fraser's Rufous Thrush        Rödstjärtad flugtrast
Stizorhina finschii           Finsch's Rufous Thrush        Vitstjärtad flugtrast
Modulatrix stictigula         Spot-throat                   Fläckhake
Arcanator orostruthus         Dapple-throat                 Skogstimalia
Pinarornis plumosus           Boulder Chat                  Kopjeskvätta
Cichladusa arquata            Collared Palm-Thrush          Gulögd palmskvätta
Cichladusa ruficauda          Rufous-tailed Palm-Thrush     Rödstjärtad palmskvätta
Cichladusa guttata            Spotted Morning-Thrush        Fläckig palmskvätta
Cercotrichas leucosticta      Forest Scrub-Robin            Skogsträdnäktergal
Cercotrichas barbata          Miombo Scrub-Robin            Miomboträdnäktergal
Cercotrichas quadrivirgata    Bearded Scrub-Robin           Kanelträdnäktergal
Cercotrichas signata          Brown Scrub-Robin             Natalträdnäktergal
Cercotrichas hartlaubi        Brown-backed Scrub-Robin      Savannträdnäktergal
Cercotrichas leucophrys       White-browed Scrub-Robin      Vitbrynad trädnäktergal
Cercotrichas galactotes       Rufous-tailed Scrub-Robin     Trädnäktergal
Cercotrichas paena            Kalahari Scrub-Robin          Kalahariträdnäktergal
Cercotrichas coryphaeus       Karoo Scrub-Robin             Karooträdnäktergal
Cercotrichas podobe           Black Scrub-Robin             Svart trädnäktergal
Drymodes brunneopygia         Southern Scrub-Robin          Sydlig buskhake
Drymodes superciliaris        Northern Scrub-Robin          Nordlig buskhake
Namibornis herero             Herero Chat                   Hereroskvätta
Chaetops frenatus             Cape Rock-jumper              Kapklipphoppare
Chaetops aurantius            Orange-breasted Rock-jumper   Namibiaklipphoppare
Phoenicurus alaschanicus      Ala Shan Redstart             Alashanrödstjärt
Phoenicurus erythronotus      Rufous-backed Redstart        Altairödstjärt
Phoenicurus caeruleocephala   Blue-capped Redstart          Blåhätta
Phoenicurus ochruros          Black Redstart                Svart rödstjärt
Phoenicurus phoenicurus       Common Redstart               Rödstjärt
Phoenicurus hodgsoni          Hodgson's Redstart            Hodgsons rödstjärt
Phoenicurus frontalis         Blue-fronted Redstart         Blåstrupig rödstjärt
Phoenicurus schisticeps       White-throated Redstart       Vitstrupig rödstjärt
Phoenicurus auroreus          Daurian Redstart              Svartryggad rödstjärt
Phoenicurus moussieri         Moussier's Redstart           Diademrödstjärt
Phoenicurus erythrogastrus    White-winged Redstart         Bergrödstjärt
Chaimarrornis leucocephalus   White-capped Water-Redstart   Forsskvätta
Rhyacornis fuliginosa         Plumbeous Water-Redstart      Forsrödstjärt
Rhyacornis bicolor            Luzon Water-Redstart          Luzonrödstjärt
Hodgsonius phaenicuroides     White-bellied Redstart        Vitbukad rödstjärt
Myiomela leucura              White-tailed Robin            Vitstjärtad bambunäktergal
Myiomela diana                Sunda Robin                   Sundabambunäktergal
Cinclidium frontale           Blue-fronted Robin            Blåpannad bambunäktergal
Grandala coelicolor           Grandala                      Grandala
Sialia sialis                 Eastern Bluebird              Östsialia
Sialia mexicana               Western Bluebird              Västsialia
Sialia currucoides            Mountain Bluebird             Bergsialia
Enicurus scouleri             Little Forktail               Mindre klyvstjärt
Enicurus velatus              Sunda Forktail                Sundaklyvstjärt
Enicurus ruficapillus         Chestnut-naped Forktail       Kastanjeklyvstjärt
Enicurus immaculatus          Black-backed Forktail         Svartryggad klyvstjärt
Enicurus schistaceus          Slaty-backed Forktail         Gråryggad klyvstjärt
Enicurus leschenaulti         White-crowned Forktail        Vitkronad klyvstjärt
Enicurus maculatus            Spotted Forktail              Fläckig klyvstjärt
Cochoa purpurea               Purple Cochoa                 Purpurcochoa
Cochoa viridis                Green Cochoa                  Grön cochoa
Cochoa azurea                 Javan Cochoa                  Javacochoa
Cochoa beccarii               Sumatran Cochoa               Sumatracochoa
Myadestes obscurus            Omao                          Omao
Myadestes palmeri             Puaiohi                       Puaiohi
Myadestes lanaiensis          Olomao                        Olomao
Myadestes townsendi           Townsend's Solitaire          Nordlig solitärtrast
Myadestes occidentalis        Brown-backed Solitaire        Brunryggad solitärtrast
Myadestes elisabeth           Cuban Solitaire               Kubasolitär
Myadestes genibarbis          Rufous-throated Solitaire     Rödstrupesolitär
Myadestes melanops            Black-faced Solitaire         Masksolitär
Myadestes coloratus           Varied Solitaire              Panamasolitär
Myadestes ralloides           Andean Solitaire              Andinsk solitär
Myadestes unicolor          Slate-coloured Solitaire       Skiffersolitär
Cichlopsis leucogenys       Rufous-brown Solitaire         Brun solitärtrast
Entomodestes leucotis       White-eared Solitaire          Vitörad solitärtrast
Entomodestes coracinus      Black Solitaire                Svart solitärtrast
Saxicola rubetra            Whinchat                       Buskskvätta
Saxicola macrorhynchus      White-browed Bushchat          Sindbuskskvätta
Saxicola insignis           White-throated Bushchat        Mongolbuskskvätta
Saxicola dacotiae           Canary Chat                    Kanariebuskskvätta
Saxicola torquatus          Common Stonechat               Svarthakad buskskvätta
Saxicola tectes             Réunion Stonechat              Réunionbuskskvätta
Saxicola leucurus           White-tailed Stonechat         Vitstjärtad buskskvätta
Saxicola caprata            Pied Bushchat                  Svart buskskvätta
Saxicola jerdoni            Jerdon's Bushchat              Jerdonbuskskvätta
Saxicola ferreus            Grey Bushchat                  Grå buskskvätta
Saxicola gutturalis         White-bellied Bushchat         Vitbukad buskskvätta
Campicoloides bifasciatus   Buff-streaked Chat             Ockrabuskskvätta
Oenanthe leucopyga          White-crowned Black Wheatear   Vitkronad stenskvätta
Oenanthe monacha            Hooded Wheatear                Munkstenskvätta
Oenanthe leucura            Black Wheatear                 Svart stenskvätta
Oenanthe monticola          Mountain Wheatear              Bergstenskvätta
Oenanthe phillipsi          Somali Wheatear                Somalistenskvätta
Oenanthe oenanthe           Northern Wheatear              Stenskvätta
Oenanthe seebohmi           Seebohm's Wheatear             Atlasstenskvätta
Oenanthe lugens             Eastern Mourning Wheatear      Sorgstenskvätta
Oenanthe halophila          Western Mourning Wheatear      Magrebstenskvätta
Oenanthe lugubris           Abyssinian Black Wheatear      Etiopisk stenskvätta
Oenanthe schalowi           Schalow's Wheatear             Schalowstenskvätta
Oenanthe finschii           Finsch's Wheatear              Finschstenskvätta
Oenanthe picata             Variable Wheatear              Orientstenskvätta
Oenanthe moesta             Red-rumped Wheatear            Berberstenskvätta
Oenanthe pleschanka         Pied Wheatear                  Nunnestenskvätta
Oenanthe cypriaca           Cyprus Wheatear                Cypernstenskvätta
Oenanthe albonigra          Hume's Wheatear                Svartvit stenskvätta
Oenanthe hispanica             Black-eared Wheatear         Medelhavsstenskvätta
Oenanthe xanthoprymna          Kurdish Wheatear             Kurdstenskvätta
Oenanthe chrysopygia           Rufous-tailed Wheatear       Persisk stenskvätta
Oenanthe deserti               Desert Wheatear              Ökenstenskvätta
Oenanthe pileata               Capped Wheatear              Svartbröstad stenskvätta
Oenanthe bottae                Botta's Wheatear             Svartpannad stenskvätta
Oenanthe heuglini              Heuglin's Wheatear           Heuglinstenskvätta
Oenanthe isabellina            Isabelline Wheatear          Isabellastenskvätta
Cercomela sinuata              Sicklewing Chat              Kapskvätta
Cercomela schlegelii           Karoo Chat                   Karooskvätta
Cercomela fusca                Indian Chat                  Brunskvätta
Cercomela tractrac             Tractrac Chat                Traktrakskvätta
Cercomela familiaris           Familiar Chat                Roststjärt
Cercomela scotocerca           Brown-tailed Chat            Brunstjärt
Cercomela dubia                Sombre Chat                  Gråstjärt
Cercomela melanura             Blackstart                   Svartstjärt
Cercomela sordida              Moorland Chat                Bergsskvätta
Myrmecocichla tholloni         Congo Moor-Chat              Kongotermitskvätta
Myrmecocichla aethiops         Northern Ant-Chat            Nordlig termitskvätta
Myrmecocichla formicivora      Southern Ant-Chat            Sydlig termitskvätta
Myrmecocichla nigra            Sooty Chat                   Svart termitskvätta
Myrmecocichla melaena          Rueppell's Chat              Vitvingad termitskvätta
Myrmecocichla albifrons        White-fronted Black-Chat     Vitpannad termitskvätta
Myrmecocichla arnotti          White-headed Black-Chat      Vitkronad termitskvätta
Thamnolaea cinnamomeiventris   Mocking Cliff-Chat           Klippskvätta
Thamnolaea semirufa            White-winged Cliff-Chat      Vitvingad klippskvätta
Saxicoloides fulicatus         Indian Robin                 Indisk näktergal
Pseudocossyphus imerinus       Littoral Rock-Thrush         Kuststentrast
Pseudocossyphus sharpei        Forest Rock-Thrush           Skogsstentrast
Pseudocossyphus erythronotus   Amber Mountain Rock-Thrush   Amberstentrast
Pseudocossyphus bensoni        Benson's Rock-Thrush         Bensons stentrast
Monticola rupestris            Cape Rock-Thrush             Kapstentrast
Monticola explorator           Sentinel Rock-Thrush         Mindre kapstentrast
Monticola brevipes         Short-toed Rock-Thrush             Vitpannad stentrast
Monticola angolensis       Miombo Rock-Thrush                 Miombostentrast
Monticola saxatilis        Rufous-tailed Rock-Thrush          Stentrast
Monticola cinclorhynchus   Blue-capped Rock-Thrush            Blåstrupig stentrast
Monticola gularis          White-throated Rock-Thrush         Vitstrupig stentrast
Monticola rufiventris      Chestnut-bellied Rock-Thrush       Rostbukad stentrast
Monticola rufocinereus     Little Rock-Thrush                 Dvärgstentrast
Monticola solitarius       Blue Rock-Thrush                   Blåtrast
Myophonus blighi           Ceylon Whistling-Thrush            Ceylonvisseltrast
Myophonus melanurus        Shiny Whistling-Thrush             Glansvisseltrast
Myophonus glaucinus        Javan Whistling-Thrush             Javavisseltrast
Myophonus robinsoni        Malayan Whistling-Thrush           Malajvisseltrast
Myophonus horsfieldii      Malabar Whistling-Thrush           Malabarvisseltrast
Myophonus insularis        Taiwan Whistling-Thrush            Taiwanvisseltrast
Myophonus caeruleus        Blue Whistling-Thrush              Blå visseltrast
Myophonus borneensis       Bornean Whistling-Thrush           Borneovisseltrast
Myophonus castaneus        Chestnut-winged Whistling-Thrush   Kastanjevisseltrast
Geomalia heinrichi         Geomalia                           Geomalia
Zoothera schistacea        Slaty-backed Thrush                Tanimbartrast
Zoothera dumasi            Buru Thrush                        Molucktrast
Zoothera interpres         Chestnut-capped Thrush             Brunryggad trast
Zoothera erythronota       Red-backed Thrush                  Rödryggad trast
Zoothera dohertyi          Chestnut-backed Thrush             Kastanjeryggad trast
Zoothera wardii            Pied Thrush                        Broktrast
Zoothera cinerea           Ashy Thrush                        Filippintrast
Zoothera peronii           Orange-banded Thrush               Timortrast
Zoothera citrina           Orange-headed Thrush               Orangetrast
Zoothera everetti          Everett's Thrush                   Borneotrast
Zoothera sibirica          Siberian Thrush                    Sibirisk trast
Zoothera piaggiae          Abyssinian Ground-Thrush           Orangebröstad trast
Zoothera tanganjicae       Kivu Ground-Thrush                 Kivutrast
Zoothera crossleyi         Crossley's Ground-Thrush           Svartkindad trast
Zoothera gurneyi           Orange Ground-Thrush               Östafrikansk trast
Zoothera oberlaenderi       Oberlaender's Ground-Thrush        Kongotrast
Zoothera camaronensis       Black-eared Ground-Thrush          Svartörad trast
Zoothera princei            Grey Ground-Thrush                 Vitbukad trast
Zoothera guttata            Spotted Ground-Thrush              Fläcktrast
Zoothera spiloptera         Spot-winged Thrush                 Fläckvingad trast
Zoothera andromedae         Sunda Thrush                       Sundatrast
Zoothera mollissima         Plain-backed Thrush                Himalayatrast
Zoothera dixoni             Long-tailed Thrush                 Långstjärtad trast
Zoothera dauma              Scaly Thrush                       Guldtrast
Zoothera major              Amami Thrush                       Amamitrast
Zoothera machiki            Fawn-breasted Thrush               Tanimbarguldtrast
Zoothera heinei             Russet-tailed Thrush               Stillahavstrast
Zoothera lunulata           Bassian Thrush                     Australtrast
Zoothera talaseae           New Britain Thrush                 New Britaintrast
Zoothera margaretae         San Cristobal Thrush               Makiratrast
Zoothera turipavae          Guadalcanal Thrush                 Guadalkanaltrast
Zoothera monticola          Long-billed Thrush                 Långnäbbad trast
Zoothera marginata          Dark-sided Thrush                  Mörksidig trast
Zoothera joiceyi            Seram Thrush                       Seramtrast
Zoothera leucolaema         Enggano Thrush                     Engganotrast
Zoothera mendeni            Red-and-black Thrush               Vitörad trast
Zoothera aurea              White's Thrush                     Nordlig guldtrast
Ixoreus naevius             Varied Thrush                      Sitkatrast
Ridgwayia pinicola          Aztec Thrush                       Aztektrast
Amalocichla sclateriana     Greater Ground-Robin               Större pittatrast
Amalocichla incerta         Lesser New Ground-Robin            Mindre pittatrast
Cataponera turdoides        Sulawesi Thrush                    Sulawesitrast
Nesocichla eremita          Tristan Thrush                     Tristantrast
Cichlherminia lherminieri   Forest Thrush                      Antilltrast
Catharus gracilirostris     Black-billed Nightingale-Thrush    Svartnäbbad skogstrast
Catharus aurantiirostris    Orange-billed Nightingale-Thrush   Orangenäbbad skogstrast
Catharus fuscater           Slaty-backed Nightingale-Thrush    Vitögd skogstrast
Catharus occidentalis       Russet Nightingale-Thrush          Mexikansk skogstrast
Catharus frantzii           Ruddy-capped Nightingale-Thrush   Rosthättad skogstrast
Catharus mexicanus          Black-headed Nightingale-Thrush   Svarthuvad skogstrast
Catharus dryas              Spotted Nightingale-Thrush        Gulbröstad skogstrast
Catharus fuscescens         Veery                             Rostskogstrast
Catharus minimus            Grey-cheeked Thrush               Gråkindad skogstrast
Catharus bicknelli          Bicknell's Thrush                 Bicknellskogstrast
Catharus ustulatus          Swainson's Thrush                 Beigekindad skogstrast
Catharus guttatus           Hermit Thrush                     Eremitskogstrast
Hylocichla mustelina        Wood Thrush                       Fläckskogstrast
Platycichla flavipes        Yellow-legged Thrush              Gulbent trast
Platycichla leucops         Pale-eyed Thrush                  Ljusögd trast
Psophocichla litsitsirupa   Groundscraper Thrush              Jordtrast
Turdus bewsheri             Comoro Thrush                     Komortrast
Turdus olivaceofuscus       São Tomé Thrush                   São Tométrast
Turdus olivaceus            Olive Thrush                      Olivtrast
Turdus pelios               African Thrush                    Aftontrast
Turdus helleri              Taita Thrush                      Taitatrast
Turdus libonyanus           Kurrichane Thrush                 Kurrichanetrast
Turdus tephronotus          Bare-eyed Thrush                  Glasögontrast
Turdus menachensis          Yemen Thrush                      Jementrast
Turdus ludoviciae           Somali Thrush                     Somalitrast
Turdus dissimilis           Black-breasted Thrush             Svartbröstad trast
Turdus hortulorum           Grey-backed Thrush                Gråryggad trast
Turdus unicolor             Tickell's Thrush                  Gråtrast
Turdus cardis               Japanese Thrush                   Svartvit trast
Turdus albocinctus          White-collared Blackbird          Halsbandstrast
Turdus torquatus            Ring Ouzel                        Ringtrast
Turdus boulboul             Grey-winged Blackbird             Gråvingad trast
Turdus merula               Eurasian Blackbird                Koltrast
Turdus poliocephalus        Island Thrush                     Ötrast
Turdus chrysolaus           Brown-headed Thrush               Brunhuvad trast
Turdus celaenops            Izu Thrush                        Izutrast
Turdus rubrocanus           Chestnut Thrush                   Kastanjetrast
Turdus   kessleri         White-backed Thrush       Kesslertrast
Turdus   feae             Grey-sided Thrush         Mingtrast
Turdus   pallidus         Pale Thrush               Amurtrast
Turdus   obscurus         Eyebrowed Thrush          Gråhalsad trast
Turdus   ruficollis       Dark-throated Thrush      Taigatrast
Turdus   naumanni         Dusky Thrush              Bruntrast
Turdus   pilaris          Fieldfare                 Björktrast
Turdus   iliacus          Redwing                   Rödvingetrast
Turdus   philomelos       Song Thrush               Taltrast
Turdus   mupinensis       Chinese Thrush            Kinatrast
Turdus   viscivorus       Mistle Thrush             Dubbeltrast
Turdus   aurantius        White-chinned Thrush      Vithakad trast
Turdus   plumbeus         Red-legged Thrush         Rödfotad trast
Turdus   chiguanco        Chiguanco Thrush          Chiguancotrast
Turdus   nigrescens       Sooty Thrush              Sottrast
Turdus   fuscater         Great Thrush              Stortrast
Turdus   infuscatus       Black Thrush              Svarttrast
Turdus   serranus         Glossy-black Thrush       Andinsk trast
Turdus   nigriceps        Andean Slaty-Thrush       Bergsskiffertrast
Turdus   subalaris        Eastern Slaty-Thrush      Östlig skiffertrast
Turdus   reevei           Plumbeous-backed Thrush   Blygrå trast
Turdus   olivater         Black-hooded Thrush       Venezuelatrast
Turdus   maranonicus      Maranon Thrush            Maranjontrast
Turdus   fulviventris     Chestnut-bellied Thrush   Orangebukad trast
Turdus   rufiventris      Rufous-bellied Thrush     Rostbukad trast
Turdus   falcklandii      Austral Thrush            Sydtrast
Turdus   leucomelas       Pale-breasted Thrush      Blekbröstad trast
Turdus   amaurochalinus   Creamy-bellied Thrush     Beigebröstad trast
Turdus   plebejus         Mountain Thrush           Bergstrast
Turdus   ignobilis        Black-billed Thrush       Svartnäbbad trast
Turdus   lawrencii        Lawrence's Thrush         Amazontrast
Turdus   fumigatus        Cocoa Thrush              Kakaotrast
Turdus   obsoletus        Pale-vented Thrush        Kaneltrast
Turdus   hauxwelli         Hauxwell's Thrush                Selvatrast
Turdus   haplochrous       Unicolored Thrush                Boliviatrast
Turdus   grayi             Clay-colored Thrush              Lerfärgad trast
Turdus   nudigenis         Yellow-eyed Thrush               Arawaktrast
Turdus   maculirostris     Ecuadorian Thrush                Ecuadortrast
Turdus   jamaicensis       White-eyed Thrush                Vitögd trast
Turdus   albicollis        White-necked Thrush              Vithalsad trast
Turdus   assimilis         White-throated Thrush            Sepiatrast
Turdus   daguae            Dagua Thrush                     Daguatrast
Turdus   rufopalliatus     Rufous-backed Thrush             Mexikansk trast
Turdus   graysoni          Grayson's Robin                  Graysons trast
Turdus   swalesi           La Selle Thrush                  La Selletrast
Turdus   rufitorques       Rufous-collared Robin            Rödkragad trast
Turdus   migratorius       American Robin                   Vandringstrast
Turdus   xanthorhynchus    Prìncipé Thrush                  Prìncipétrast
Turdus   abyssinicus       Mountain Thrush                  Abessinsk trast
Turdus   roehli            Usambara Thrush                  Usambaratrast
Turdus   smithi            Karoo Thrush                     Karootrast
                           Orthonychidae, Marksmygar
Orthonyx temminckii        Australian Logrunner             Sydlig marksmyg
Orthonyx spaldingii        Chowchilla                       Nordlig marksmyg
Orthonyx novaeguineae      Papuan Logrunner                 Papuamarksmyg
Androphobus viridis        Papuan Whipbird                  Papuasnärtfågel
Psophodes olivaceus        Eastern Whipbird                 Östlig snärtfågel
Psophodes nigrogularis     Western Whipbird                 Västlig snärtfågel
Psophodes leucogaster      Mallee Whipbird                  Malleesnärtfågel
Psophodes cristatus        Chirruping Wedgebill             Eyresnärtfågel
Psophodes occidentalis     Chiming Wedgebill                Ökensnärtfågel
                           Cinclosomatidae, Vakteltrastar
Cinclosoma   punctatum     Spotted Quail-Thrush             Fläckig vakteltrast
Cinclosoma   castanotum    Chestnut Quail-Thrush            Svartbröstad vakteltrast
Cinclosoma   alisteri      Nullabor Quail-Thrush            Nullarborvakteltrast
Cinclosoma   cinnamomeum   Cinnamon Quail-Thrush            Kanelvakteltrast
Cinclosoma castaneothorax    Chestnut-breasted Quail-Thrush   Brunbröstad vakteltrast
Cinclosoma ajax              Ajax Quail-Thrush                Gulögd vakteltrast
                             Timaliidae, Timalior
Ptilorrhoa leucosticta       Spotted Jewel-Babbler            Fläckig juveltimalia
Ptilorrhoa caerulescens      Blue Jewel-Babbler               Blå juveltimalia
Ptilorrhoa geislerorum       Brown-capped Jewel-Babbler       Brunkronad juveltimalia
Ptilorrhoa castanonota       Chestnut-backed Jewel-Babbler    Brunryggad juveltimalia
Eupetes macrocerus           Malaysian Rail-babbler           Ralltimalia
Melampitta lugubris          Lesser Melampitta                Mindre melampitta
Melampitta gigantea          Greater Melampitta               Större melampitta
Ifrita kowaldi               Ifrit                            Ifrit
Trichastoma rostratum        White-chested Babbler            Vitbröstad trasttimalia
Trichastoma celebense        Sulawesi Babbler                 Sulawesitrasttimalia
Trichastoma bicolor          Ferrugineous Babbler             Rosttrasttimalia
Leonardina woodi             Bagobo Babbler                   Mindanaotrasttimalia
Malacocincla abbotti         Abbott's Babbler                 Brunryggad trasttimalia
Malacocincla sepiaria        Horsfield's Babbler              Rostbrun trasttimalia
Malacocincla perspicillata   Black-browed Babbler             Glasögontrasttimalia
Malacocincla malaccensis     Short-tailed Babbler             Kortstjärtad trasttimalia
Malacocincla cinereiceps     Ashy-headed Babbler              Balabactrasttimalia
Pellorneum tickelli          Buff-breasted Babbler            Ljusbröstad trasttimalia
Pellorneum albiventre        Spot-throated Babbler            Fjällstrupig trasttimalia
Pellorneum palustre          Marsh Babbler                    Kärrtrasttimalia
Pellorneum ruficeps          Puff-throated Babbler            Fläcktrasttimalia
Pellorneum fuscocapillus     Brown-capped Babbler             Sri Lankatrasttimalia
Pellorneum pyrrogenys        Temminck's Babbler               Rödbrynad trasttimalia
Pellorneum buettikoferi      Buettikofer's Babbler            Sumatratrasttimalia
Pellorneum capistratum       Black-capped Babbler             Svartkronad trasttimalia
Malacopteron magnirostre     Moustached Babbler               Skäggträdtimalia
Malacopteron affine          Sooty-capped Babbler             Sotkronad trädtimalia
Malacopteron cinereum        Scaly-crowned Babbler            Fjällkronad trädtimalia
Malacopteron magnum          Rufous-crowned Babbler           Större trädtimalia
Malacopteron palawanense     Melodious Babbler                Balabacträdtimalia
Malacopteron albogulare       Grey-breasted Babbler              Gråbröstad trädtimalia
Illadopsis cleaveri           Black-capped Illadopsis            Grånackad illadopsis
Illadopsis albipectus         Scaly-breasted Illadopsis          Fjällbröstad illadopsis
Illadopsis rufescens          Rufous-winged Illadopsis           Gråflankad illadopsis
Illadopsis puveli             Puvel's Illadopsis                 Brunbröstad illadopsis
Illadopsis rufipennis         Pale-breasted Illadopsis           Gråbröstad illadopsis
Illadopsis fulvescens         Brown Illadopsis                   Brun illadopsis
Illadopsis pyrrhoptera        Mountain Illadopsis                Bergsilladopsis
Pseudoalcippe abyssinica      African Hill-Babbler               Bergsnunnetimalia
Kakamega poliothorax          Grey-chested Illadopsis            Bergstimalia
Ptyrticus turdinus            Thrush Babbler                     Trasttimalia
Pomatorhinus hypoleucos       Large Scimitar-Babbler             Större sabeltimalia
Pomatorhinus erythrogenys     Rusty-cheeked Scimitar-Babbler     Rostkindad sabeltimalia
Pomatorhinus erythrocnemis    Spot-breasted Scimitar-Babbler     Fläckbröstad sabeltimalia
Pomatorhinus horsfieldii      Indian Scimitar-Babbler            Indisk sabeltimalia
Pomatorhinus schisticeps      White-browed Scimitar-Babbler      Gråkronad sabeltimalia
Pomatorhinus montanus         Chestnut-backed Scimitar-Babbler   Bergssabeltimalia
Pomatorhinus ruficollis       Streak-breasted Scimitar-Babbler   Rostnackad sabeltimalia
Pomatorhinus ochraceiceps     Red-billed Scimitar-Babbler        Rödnäbbad sabeltimalia
Pomatorhinus ferruginosus     Coral-billed Scimitar-Babbler      Korallnäbbad sabeltimalia
Garritornis isidorei          Isidor's Babbler                   Nya Guineabågnäbb
Pomatostomus temporalis       Grey-crowned Babbler               Gråkronad bågnäbb
Pomatostomus superciliosus    White-browed Babbler               Vitbrynad bågnäbb
Pomatostomus halli            Hall's Babbler                     Vitstrupig bågnäbb
Pomatostomus ruficeps         Chestnut-crowned Babbler           Rostkronad bågnäbb
Xiphirhynchus superciliaris   Slender-billed Scimitar-Babbler    Bågnäbbad sabeltimalia
Jabouilleia danjoui           Short-tailed Scimitar-Babbler      Kortstjärtad sabeltimalia
Rimator malacoptilus          Long-billed Wren-Babbler           Himalayasmygtimalia
Ptilocichla leucogrammica     Bornean Wren-Babbler               Borneosmygtimalia
Ptilocichla mindanensis       Striated Wren-Babbler              Mindanaosmygtimalia
Ptilocichla falcata           Falcated Wren-Babbler              Balabacsmygtimalia
Kenopia striata               Striped Wren-Babbler               Strimsmygtimalia
